flow_id,flow_ip_src,flow_ip_dst,flow_srcport,flow_dstport,flow_proto,num_packets,total_length,avg_packet_size,min_time,max_time,tcp_window_size_avg,total_payload,forward_packets,receiving_packets,fragments,flow_duration,target
2036161021,0.0.0.0,0.0.0.0,0,0,255,9,3492,388,434,252272,0,3006,9,0,0,575582,0
3209460013,178.93.131.52,100.41.185.95,0,0,198,1,82,82,0,0,0,28,1,0,0,0,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,467,128425,275,13,1139541,0,103207,467,0,0,4207838,0
3699177314,255.97.28.199,113.221.7.0,0,0,250,4,456,114,40,62,0,240,4,0,0,162,0
3709008311,224.211.88.172,185.84.225.14,0,0,206,1,126,126,0,0,0,72,1,0,0,0,0
3799278238,40.23.4.71,243.103.84.118,0,0,50,1,82,82,0,0,0,28,1,0,0,0,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
1314444435,141.151.103.65,231.171.80.221,0,0,127,1,82,82,0,0,0,28,1,0,0,0,0
1619874430,133.146.131.149,127.226.246.241,0,0,98,1,84,84,0,0,0,30,1,0,0,0,0
2036161021,0.0.0.0,0.0.0.0,0,0,255,9,3492,388,434,252272,0,3006,9,0,0,575582,0
3209460013,178.93.131.52,100.41.185.95,0,0,198,1,82,82,0,0,0,28,1,0,0,0,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,467,128425,275,13,1139541,0,103207,467,0,0,4207838,0
3699177314,255.97.28.199,113.221.7.0,0,0,250,4,456,114,40,62,0,240,4,0,0,162,0
3709008311,224.211.88.172,185.84.225.14,0,0,206,1,126,126,0,0,0,72,1,0,0,0,0
3799278238,40.23.4.71,243.103.84.118,0,0,50,1,82,82,0,0,0,28,1,0,0,0,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
1314444435,141.151.103.65,231.171.80.221,0,0,127,1,82,82,0,0,0,28,1,0,0,0,0
1619874430,133.146.131.149,127.226.246.241,0,0,98,1,84,84,0,0,0,30,1,0,0,0,0
2036161021,0.0.0.0,0.0.0.0,0,0,255,9,3492,388,434,252272,0,3006,9,0,0,575582,0
3209460013,178.93.131.52,100.41.185.95,0,0,198,1,82,82,0,0,0,28,1,0,0,0,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,471,129525,275,13,1139541,0,104091,471,0,0,4242140,0
3699177314,255.97.28.199,113.221.7.0,0,0,250,4,456,114,40,62,0,240,4,0,0,162,0
3709008311,224.211.88.172,185.84.225.14,0,0,206,1,126,126,0,0,0,72,1,0,0,0,0
3799278238,40.23.4.71,243.103.84.118,0,0,50,1,82,82,0,0,0,28,1,0,0,0,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
1314444435,141.151.103.65,231.171.80.221,0,0,127,1,82,82,0,0,0,28,1,0,0,0,0
1619874430,133.146.131.149,127.226.246.241,0,0,98,1,84,84,0,0,0,30,1,0,0,0,0
2036161021,0.0.0.0,0.0.0.0,0,0,255,9,3492,388,434,252272,0,3006,9,0,0,575582,0
3209460013,178.93.131.52,100.41.185.95,0,0,198,1,82,82,0,0,0,28,1,0,0,0,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,471,129525,275,13,1139541,0,104091,471,0,0,4242140,0
3699177314,255.97.28.199,113.221.7.0,0,0,250,4,456,114,40,62,0,240,4,0,0,162,0
3709008311,224.211.88.172,185.84.225.14,0,0,206,1,126,126,0,0,0,72,1,0,0,0,0
3799278238,40.23.4.71,243.103.84.118,0,0,50,1,82,82,0,0,0,28,1,0,0,0,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
1314444435,141.151.103.65,231.171.80.221,0,0,127,1,82,82,0,0,0,28,1,0,0,0,0
1619874430,133.146.131.149,127.226.246.241,0,0,98,1,84,84,0,0,0,30,1,0,0,0,0
2036161021,0.0.0.0,0.0.0.0,0,0,255,9,3492,388,434,252272,0,3006,9,0,0,575582,0
3209460013,178.93.131.52,100.41.185.95,0,0,198,1,82,82,0,0,0,28,1,0,0,0,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,471,129525,275,13,1139541,0,104091,471,0,0,4242140,0
3699177314,255.97.28.199,113.221.7.0,0,0,250,4,456,114,40,62,0,240,4,0,0,162,0
3709008311,224.211.88.172,185.84.225.14,0,0,206,1,126,126,0,0,0,72,1,0,0,0,0
3799278238,40.23.4.71,243.103.84.118,0,0,50,1,82,82,0,0,0,28,1,0,0,0,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
1314444435,141.151.103.65,231.171.80.221,0,0,127,1,82,82,0,0,0,28,1,0,0,0,0
1619874430,133.146.131.149,127.226.246.241,0,0,98,1,84,84,0,0,0,30,1,0,0,0,0
2036161021,0.0.0.0,0.0.0.0,0,0,255,9,3492,388,434,252272,0,3006,9,0,0,575582,0
3209460013,178.93.131.52,100.41.185.95,0,0,198,1,82,82,0,0,0,28,1,0,0,0,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,475,130625,275,13,1139541,0,104975,475,0,0,4277504,0
3699177314,255.97.28.199,113.221.7.0,0,0,250,4,456,114,40,62,0,240,4,0,0,162,0
3709008311,224.211.88.172,185.84.225.14,0,0,206,1,126,126,0,0,0,72,1,0,0,0,0
3799278238,40.23.4.71,243.103.84.118,0,0,50,1,82,82,0,0,0,28,1,0,0,0,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
1314444435,141.151.103.65,231.171.80.221,0,0,127,1,82,82,0,0,0,28,1,0,0,0,0
1619874430,133.146.131.149,127.226.246.241,0,0,98,1,84,84,0,0,0,30,1,0,0,0,0
2036161021,0.0.0.0,0.0.0.0,0,0,255,9,3492,388,434,252272,0,3006,9,0,0,575582,0
3209460013,178.93.131.52,100.41.185.95,0,0,198,1,82,82,0,0,0,28,1,0,0,0,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,475,130625,275,13,1139541,0,104975,475,0,0,4277504,0
3699177314,255.97.28.199,113.221.7.0,0,0,250,6,684,114,40,1155201,0,360,6,0,0,1155423,0
3709008311,224.211.88.172,185.84.225.14,0,0,206,1,126,126,0,0,0,72,1,0,0,0,0
3799278238,40.23.4.71,243.103.84.118,0,0,50,1,82,82,0,0,0,28,1,0,0,0,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
1314444435,141.151.103.65,231.171.80.221,0,0,127,1,82,82,0,0,0,28,1,0,0,0,0
1619874430,133.146.131.149,127.226.246.241,0,0,98,1,84,84,0,0,0,30,1,0,0,0,0
2036161021,0.0.0.0,0.0.0.0,0,0,255,9,3492,388,434,252272,0,3006,9,0,0,575582,0
3209460013,178.93.131.52,100.41.185.95,0,0,198,1,82,82,0,0,0,28,1,0,0,0,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,475,130625,275,13,1139541,0,104975,475,0,0,4277504,0
3699177314,255.97.28.199,113.221.7.0,0,0,250,6,684,114,40,1155201,0,360,6,0,0,1155423,0
3709008311,224.211.88.172,185.84.225.14,0,0,206,1,126,126,0,0,0,72,1,0,0,0,0
3799278238,40.23.4.71,243.103.84.118,0,0,50,1,82,82,0,0,0,28,1,0,0,0,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
